,train_texts,train_labels
2139,"Buenos días, mariquitas  emoji corazón naranja emoji  url",0
2140,Estaba pensando que talvez bi no es lo mio,0
2141,"@usuario @usuario He estado en vaaarios SAT haciendo de todo estás semanas y en TODOS sin falla ha habido apoyo trans.

Me cae que tiene que ser institucional.",0
2142,Neta me tuve que hacer un spoiler pa que todo resultara súper gay  emoji cara con ojos en blanco emoji,2
2143,"@usuario te la rifaste machin en tu verdad o shot, 
Weeey te mamaste termine llorando como lesbiana ebria igual que Nelly u.u",0
2144,@usuario Solo fue una persona vestida de trabajador de telmex,1
2145,porque a decir verdad es fantástico vivir en este puto cementerio de sueños ciudad,1
2146,"Me dan demasiada gracia esas personas que se hacen las homosexuales o bisexuales, sin haber estado con alguna persona de su mismo sexo.",0
2147,"Qué paren  mundo de las cosas pequeñas porque la gran gran chaaapis @usuario está en su actualización de vida yaaay! Maiga te mando harto abrazo y lo más épico y genial del universo para ti, hoy y siempre ! emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji  emoji mano haciendo el signo de cuernos tono de piel claro emoji party loca eveeer! emoji botella descorchada emoji  emoji bola de confeti emoji  emoji botella descorchada emoji  emoji bola de confeti emoji  emoji botella descorchada emoji  emoji bola de confeti emoji  emoji cañón de confeti emoji  emoji cañón de confeti emoji  emoji cañón de confeti emoji  emoji bola de confeti emoji  emoji bola de confeti emoji  emoji bola de confeti emoji  url",1
2148,@usuario Celebren mejor luego del primer capitulo. No sea que se pare y le haga así  emoji mano haciendo el signo de cuernos tono de piel claro emoji,1
2149,@usuario Tu puta url,0
2150,"@usuario @usuario El tema de las personas transexuales no tiene nada que ver con la orientación sexual.
Infórmese.",0
2151,@usuario @usuario Marcame 41964803 hashtag oye897 soy tan coder que si gano mañana me ire vestida de taco,1
2152,@usuario hay que crear modelos de rol y ponerlos muy a la luz. Para que se de una nueva perspectiva de que es ser trans.,0
2153,"hashtag feliz domingo a todos, menos para mí que me hacen madrugar en un sagrado domingo para dejarme como novia de rancho; vestida y alborotada.",1
2154,"@usuario @usuario JAJAJAJA qué bonito
Aunque en serio, si los gueyes dejaran de golpear mujeres Trans en citas sería mejor.
Pero, chingón",0
2155,@usuario @usuario @usuario así es de Maricon!! No tiene palabra!! Jjaja hashtag patetico,2
2156,@usuario @usuario @usuario hashtag con exa al youthering HOY NO VI MI NOVELA POR ESTAR TUITEANDO COMO LOCA Y PODER GANAR...,1
2157,Milenials descubren a los mayates url,0
2158,"Sabía que eran maricas, pero no tan descarado!!!  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  url",2
2159,La jota cajera casi me avienta el dinero cuando le dije que no quería redondear.  emoji cara llorando de risa emoji,2
2160,"Oh vaya. LasTesis se pronuncian luego que en México excluyeran a gente trans del hashtag un violador en tu camino (parece fue el único país donde esto sucedió)

No sé. Da  emoji corazones giratorios emoji  url",0
2161,"emoji bandera transgénero emoji  Del 16 al 19 de mayo, en el @usuario, no se pierdas nuestro ciclo de cine  emoji proyector de cine emoji   emoji bandera isla clipperton emoji  y mesa redonda  emoji micrófono de estudio emoji  sobre el tema de las identidades Trans emoji dorso de mano con índice hacia abajo emoji . En el marco de la conmemoración del Día Internacional contra la Homofobia, la Transfobia y la Bifobia. url",0
2162,"yo cuándo jugué tlou mi personalidad cuadraba exactamente, con la de url sea que también soy lesbiana? omg.",0
2163,@usuario @usuario Jjaja hay video que anda circulando en donde dice que cada twitt que pusiera Donald el en chinga loca contestaría !,1
2164,"Si mira un gay diferente y detergente!  si ya te vimos!

Ridiculo que en pleno 2021 pienses de alguna manera que ser masculino te da ""superioridad""

Que mente tan cortita 
La heteronorma va más allá de cómo te comportas, hay que leer, hay que aprender

Lamentable. url",0
2165,"@usuario @usuario De hecho, se le acredita a la bióloga Dana Leland Defosse en 1994. 

Ligar todo lo queer al abuso sexual es un viejo truco para seguir estigmatizando a nuestras poblaciones, Dana. 

 emoji eslabón emoji : url url",0
2166,"! Ya no te masturbes ! 

Habemos muchas  chiscas travestís, con ganas de macho ! 
Mejor anímate a tener sexo con nosotras, no te volverás gay , te volverás feliz . !!

 emoji botón de marca de verificación emoji Cdmx 
 emoji botón de marca de verificación emoji Activos 
 emoji botón de marca de verificación emoji Decididos 
 emoji botón de marca de verificación emoji Encuentro Real 
 emoji botón de marca de verificación emoji propuesta  
 emoji prohibido emoji No platicas 
 emoji prohibido emoji No perdamos tiempo
Info.  MD url",0
2167,"De cuando no se tiene ni las más puta idea de lo que causa el tráfico en la ciudad.

Ahora resulta que se resuelve con hacer un arco norte. 

Charros @usuario y @usuario, están pero bien perdidos ! Neta si, de pena ajena. url",1
2168,"@usuario Te iba a decir algo de tú mamá pero mejor te digo que Jiménez es puñal, Cuahumello es analfabeto, Lainez es un inflado que no sirve para nada y Ochoa es una mamada de portero, creo que te ofende más (y sigue sin ser el 1%  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji )",2
2169,"Almorzando andamos!!! (@usuario Gay's Home - @usuario in Mexico, Distrito Federal) url",0
2170,"@usuario Jjaja perdiste por default, gané marica emoji cara sonriendo con gafas de sol emoji",2
2171,"Oigan @usuario, se les olvidó que los homosexuales van en buen número con ustedes. Mal por clausurar una tienda.",0
2172,Alaverga no puedo con el coraje son unos putos animales un puto asco ojala se mueran y sufran un vergo url,1
2173,@usuario @usuario @usuario Hasta contigo también joto emoji cara feliz con ojos sonrientes emoji  vengance los 3  emoji cara guiñando el ojo emoji,0
2174,"¿Ya te enteraste?
Desde hoy, todos los jueces deberán amparar a las parejas homosexuales que deseen casarse: @usuario",0
2175,"Ya no puedo acercarme a tu boca 
Sin deseartela de una manera loca. @usuario  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji",1
2176,Primero lesbiana y ahora asexual,0
2177,@usuario @usuario Loca,1
2178,"Salsa ""espanta mayates"" de Hermosillo para el url un festival para el intestino grueso.",1
2179,Viernes de @usuario hashtag frank NO CUENTO CON LOS DERECHOS DE LA MÚSICA DE FONDO  emoji boca emoji 🧚‍ hashtag blow hashtag gay hashtag gaycdmx hashtag gaydf hashtag gogos hashtag drags hashtag shows hashtag nightclubgay url,0
2180,"@usuario @usuario No hay que confundir el género con el sexo, así mismo existen variantes de la sexualidad y casos de personas intersexuales que no necesariamente obedecen a la dicotomía biológica que se ha sustentado por décadas.",0
2181,"Nodal es la lesbiana intensa de la relación.

Siono.

@usuario @usuario url",2
2182,Las lesbianas son mis hermanas. hashtag marchadel orgullo url,0
2183,@usuario wey neta venden IPA? puto festival pretencioso,1
2184,"Cómo que el martes es la convención de DRAG QUEENS en Mty . 

CHINGXS DE DRAGAS ! (voz de señora)",0
2185,"@usuario @usuario Pues es como hacer un concurso de hombres ""sin gente gay"". O sea, puedes. Solo que es culero LOL.

Pero pues si. Supongo habrá quien argumenta que los hombres gay son subnormales o cosas así y que incomodan a la gente. Si lo súper veo sucediendo :/",0
2186,En estos países es peligroso se homosexual url,0
2187,"Me llena de orgullito ver a mis amigas mamás dejar que sus hijos tengan cabello largo, o uñas pintadas, o a veces usen tacones y maquillaje así sin que sea ""tema horrible de familia"" 

.. o de paso sin que signifique automáticamente ""ES TRANS HAY QUE CAMBIARLE TODO"".

 emoji cara sonriendo con corazones emoji",0
2188,Una draga casi me golpea.,0
2189,PRIDE GDL 2015  hashtag partynauseous hashtag gay hashtag gdl hashtag pride  emoji piruleta emoji  emoji piruleta emoji  emoji piruleta emoji  emoji corona emoji  emoji corona emoji  emoji corona emoji  emoji piruleta emoji  emoji piruleta emoji  emoji piruleta emoji  emoji corona emoji  emoji corona emoji  emoji corona emoji  emoji cara sonriendo con gafas de sol emoji  @usuario Avenida Chapultepec url,0
2190,Puto para los homosexuales es como nigga para los negros url,0
2191,"Siempre he dicho que debería de existir un antro que haga una ""boda"" cada noche.

Así. La experiencia de la fiesta. Completa con centros de mesa robables y ""la hora loca""

¿Fin de la noche al otro día por la mañana? Reset y vuelve a arrancar el ride desde ceros a la otra noche. url",1
2192,"A webooo, campeones del super bowl, hijos de su puta madre.
Que nervios, ya ando ensayando para el domingo.
hashtag go niners hashtag super bowl liv",1
2193,Les jurooo que no queríamos bailar tan joto  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara sonriendo con cuernos emoji  @usuario @usuario url,2
2194,"@usuario @usuario @usuario Falta y quieras a la gilbertona wey, inche maricon jaja url",2
2195,Puta madre emoji cara sonriendo con ojos grandes emoji,1
2196,Me asombra no hay mas religiosos hablando de la alta actividad volcánica y la potencialmente albureable comparación con la banda homosexual.,0
2197,"Hoy es el Día de la Visibilidad Trans hashtag tdov Un día hecho para CELEBRAR lo trans y los logros trans. Para tal, les voy a compartir a par personas para que sepan de su existencia. 

Es un borrador de lista, obvi me falta gente.. pero ahí les va:",0
2198,"@usuario Tengo culo plastic con implantes y si.. esa línea me suena tal cual a cuando dicen que la gente trans tenemos ""pene mutilado""",0
2199,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Y de resto. Pues me da un poco de tristeza pensar que estas mujeres piensen que una mujer trans es la amenaza más terrible que tiene el patriarcado para ofrecer.

Cuanta energía tan mal gastada en donde no es. Y como sale de impune el patriarcado en que nosotras seamos el foco.",0
2200,"""@usuario: Situación sentimental: buscando como loca los juguetes que pidieron mis sobrinos a los ""reyes magos""""",1
2201,"@usuario Ese Joe es una joya, échate ""Vete a la mierda, ""Mi fábrica de baile"" o el cover de ""Maricas""  emoji corazón brillante emoji",0
2202,"SE ACABOOO!!! 

ESTAMOS EN LA FINAAAL!!! HALCONES VENCE 116-110 A RAYOS EN 2 TE!!! QUE SERIE QUE JUEGOO!!!  emoji balón de baloncesto emoji  emoji fuego emoji  emoji bíceps flexionado tono de piel claro emoji  VAMOS POR EL BI!!! hashtag cibacopa",1
2203,Puta alarma ahora no podré dormir de las ansias  emoji cara desesperada emoji,1
2204,"En México hay un protocolo para acceder a la hashtag pr ep si eres HSH o mujer trans. 

Mañana en @usuario estaremos dando información al respecto y reclutando, si te interesa, te vemos por allá.  emoji gesto de te quiero tono de piel claro medio emoji  emoji cara guiñando el ojo emoji  url",0
2205,Imagínate que te tardes arreglando para salir y que llegué yo así vestida JAJJAJAJAJAJAJAJ url,1
2206,"@usuario suficiente para mí :)

Pero fuera de broma decirle a un chavito que alguien es gay es meh. Decirle a un boomer lo mismo es PUOM",0
2207,"O sea, o seaaa ps Vestida de azúcar url",1
2208,Ayñññ ternura total ver niñas/niños trans de 6-9 años. (Aquí el artículo: url ) url,0
2209,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Las asesinas psicópatas en las telenovelas la primera es Catalina Creel. Copiada de la película de Brian de Palma: vestida para matar, no es original la novela de Olmos y también es copia de otra película de Bette Davis: el aniversario",1
2210,¿Y? ¿Eso me evita que sienta el puto calor? url,1
2211,Los asesinatos de hashtag trans son políticos,0
2212,Mujer trans lesbiana cuenta cómo aceptó su orientación sexual - Homosensual vía @usuario url,0
2213,@usuario pinchi maricon me la chupas,2
2214,.@usuario condena aumento de asesinatos de personas transexuales url,0
2215,Margarita Zavala: ¿a favor o en contra del aborto y matrimonio gay? url url,0
2216,ES : Del 'amor' a los golpes; le pega gay url,0
2217,"En Oaxaca, candidatos hombres se hacen pasar por transexuales para cumplir cuota de género url",0
2218,Mi novela gay la escribí para que la disfrutes. No es negocio. No está en librerías. Yo la distribuyo. Interesados contactarme. url,0
2219,@usuario Hace rato estaba escuchando la narración que hicimos url Grité los goles como mariquita sin calzones  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,2
2220,Mi mama esta vuelta loca porque nadie le ayuda jaja lastima que no haya tenido hermanas  emoji cara sonriendo con sudor frío emoji,1
2221,Te tengo a un lado y no te lo digo por marica jaja /:,2
2222,"3 de cada 10 hombres son gays, 4 de los 7 restantes son mayates y los 3 últimos se les podría llamar hombres. 
Que le esta pasando al mundo?",2
2223,"Nombres de Puñal:
Leonardo 
Emmanuel 
Sergio
Omar
Saúl
Eric
Eduardo
Rodrigo
Jorge

Ese es todo el tuit gracias por su atención",2
2224,"Porfavooor me cagan los weyes que no pueden decir si alguien es guapo o no porque no son ""gays""  emoji cara con ojos en blanco emoji  url",0
2225,"@usuario @usuario @usuario De noche, con los ojos cerrados y vestida de url hubiera enlistando con los Seals Murl",1
2226,"@usuario Claro por qué no logran soportar ver a ""afeminados"" activos y a ""machos"" pasivos. 

 emoji cara con ojos en blanco emoji  O sea que feo es encasillar por rol sexual. Así como la identidad sexual, el gusto sexual debe ser respetada y eso incluye, ser privada.",0
2227,@usuario Es que no se podía parar a reclamarle jaja url,2
2228,@usuario no andes de llorón joto,2
2229,hashtag lo mejor del2014 fue tu puta ausencia.,1
2230,"cada canción apoya una non-profit vs violencia, a favor de la comunidad trans  emoji bandera transgénero emoji , a favor del VIH,etc 

Youre awesome @usuario  emoji cara sonriendo con estrellas emoji  url",0
2231,@usuario Eres marica,2
2232,"No soy experto pero, sin ánimos de demeritar el trabajo de este joven (sé que se le adjudica un gran talento y carisma) pero siento que su aspecto más que de drag queen es de mimo o payasito o un artista de otro tipo. url",0
2233,"@usuario estuvo (se escuchará medio joto, pero es la verdad) re bien bonito.",2
2234,"Muchas se quejan de por que sus novios no las presumen como @usuario a @usuario simple, nadie quiere presumir a una loca histérica. Tere no lo es  emoji cara guiñando el ojo emoji 
¿O si?",1
2235,Esta Brucita también es mariquita!  emoji mujer bailando tono de piel claro medio emoji,2
2236,"@usuario @usuario @usuario No pues a ver, los que transicionaron pues ahora son exnovios.

Las closeteras.. HE AHÍ LA DUDA.",0
2237,"@usuario Asimismo, desde luego que la ley es clara: no sé en qué momento le prohíbe a una persona sentirse incómoda, y manifestar esa incomodidad, por el hecho de que un trans le abra la puerta del baño.",0
2238,"Me acabo de volver loca. Por un momento todo fue claro, y bum  emoji colisión emoji  me pego en la jeta de lleno.",1
2239,"@usuario Si acepta. Hace unos ayeres dio un comentario antes que supiera pero en chinga escucho, aprendió y se disculpó.

Y ahora es gran parte de RPDR la bandita trans.",0
2240,"Oigan, ¿se acuerdan cuando armaron una revuelta loquisima gracias a un chico trans en la portada de Men's Health?

Yo no. url",0
2241,"Se supone que mi mamá es turbo gayfriendly y acaba de decir que no le gusta que le toquen mujeres conductoras de Uber porque piensa que son lesbianas.  emoji cara sonriendo ligeramente emoji 

 Weeey ¡¿qué pedo?!  Obviamente grité: ¿es neta lo que estás diciendo?. Me dice que lo decía porque con conductores vatos",0
2242,"Buenas, tramitando una segunda extensión al carnet trans. (@usuario Hysteria) url",0
2243,"@usuario Marica, buenos dias emoji signo de exclamación emoji  emoji fuego emoji  emoji fuego emoji  emoji fuego emoji",0
2244,"El liciosa princesa transexual  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji 
Te amo @usuario url",0
2245,"A propósito del Día Mundial de la Radio que celebraremos el próximo 13 de febrero, nos encontramos este Zenith Trans Océanic que, nos dicen, puede sintonizar todas las frecuencias del mundo. hashtag wrd2019 url",1
2246,"@usuario @usuario Grandísimo patan, corriente y maricon",2
2247,"Los hombres trans que se están embarazando tienen un largo camino por delante. Déjate del permiso, conseguir ginecólogos para hombres. url",0
2248,Haciéndosela de pedo a jotos useless,2
2249,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Hay algo ahí rarísimo. Como es eso que ""el 1% de la gente trans tiene problemas para encontrar empleo"" si históricamente la tasa de desempleo trans ha sido 2-3 veces la tasa nacional de desempleo.",0
2250,@usuario @usuario en q está como saber q eres homosexual??? Creo yo q no se elige se nace siendo lo q eres nadie lo escoge,0
2251,"@usuario el trans-sexual es el que atraviesa el sexo (se opera genitalmente).

/@usuario",0
2252,"Me fascina leer notas sobre aborto legal, matrimonio igualitario, derechos trans o familias homoparentales. Son avances lentos pero imparables en los Derechos Humanos. 

Luego leo los comentarios que la gente deja en esas notas y me emperro, me emperro bien emperrado.",0
2253,En serio que puta incomodidad  emoji cara agotada emoji  emoji cara agotada emoji  emoji cara agotada emoji,1
2254,"Le creo tanto a Sabina Berman de su pancho anti-trans como a JK Rowling. Quien hace escándalos JUSTO cuando publica piezas nuevas.

Nomas que a Berman la veo leyendo de que Rowling hace esto y emulando.

Y en ambos casos dice mucho de ellas. Quien tiene magia no necesita trucos.",0
2255,"@usuario es verdad, aunque en el caso Trans es REALMENTE grave, muere el 60% de la gente Trans. URGE apoyo social.

/@usuario",0
2256,"Desde que me enteré que me iré al infierno por ser gay, muchas cosas dejaron de espantarme, y sobre todo, de preocuparme  emoji cara sonriendo con sudor frío emoji",0
2257,Me gustan las pelis de Transformers como me gusta las hamburguesas de McDonald's. Como cada trimestre y con gozo barato de gorda culposa.,1
2258,"Si le ibas a Tigres pero también le vas al Madrid, por lo menos tienes algo de BI.",1
2259,@usuario Aaaay ya llegaste  emoji cara con ojos en blanco emoji  tu eres el rarito,0
2260,@usuario @usuario Mis poderes como mujer trans son infinitos. Ilimitados. url,0
2261,"@usuario @usuario @usuario A mi me salta que casi casi fue lo único que se opinó.

Y pues nada, cero sorpresa en que salga una chica guapa a hablar de temas serios y lo único que importó es eso.. que es guapa.

Si bien es reee-normal que las lenchas cosifiquen, me saltó que lenchas ACTIVISTAS lo hicieran.",0
2262,"@usuario yep. Queer ^_^
O como te suene si le quieres dar nombre de algo.
/@usuario @usuario",0
2263,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Yo tengo 45 años de ciclista y 35 de  automovilista y se me han embarrado tanto ciclistas como automovilistas en tooodo ese tiempo. Como automovilista, yo me embarré una vez, pero como ciclista, JAMAS me le he embarrado a NADIE. Las agresiones, creo han sido equivalentes.",1
2264,Me dio mucho gusto saludar y platicar con activistas y representantes del Colectivo Trans de Tehuacán y Sierra Negra. Desde el @usuario seguiremos legislando a favor de los derechos de todas las personas. url,0
2265,"Un pequeño pensar acerca de las feministas radicales:

""Primero vinieron por las mujeres trans, y yo no hice nada por que no era trans""

""Luego vinieron por las mujeres bisexuales.."" url",0
2266,@usuario Todos andamos bien gays y lesbianas en honor al mes  emoji cara al revés emoji,0
2267,"El mismo concepto, si un travesti puede cambiar de género, entonces él tiene el derecho de cambiar de edad url",2
2268,Pepe es joto emoji puño en alto emoji,2
2269,@usuario @usuario @usuario el @usuario tiene como 1 semana sin url debe andar pedo! Pinche tigre Joto!,2
2270,Mañana Morena subirá un exhorto en el Senado para pedir justicia por los asesinatos de mujeres trans. Se hará lo propio en ALDF y Dips url,0
2271,RT @usuario: @usuario ¿en qué te basas para decir que es gay? &lt; Me dijo que le gusta por detroit.,0
2272,"Buenos días. Tomen aguita y sonrían. O mínimo tomen aguita, pero no sean amargad@usuario. O bueno, hagan lo que quieran, pinche gente loca.",1
2273,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Nop. Si las hubo. Estuvo ""Eon Inteligencia transgenérica"" con Alexandra Risco. De hecho, para la época, eran, sin temor a equivocarme, la única voz trans de inicios de los 90, cuando ese tema no existía como tal. Había mucho sobre el tema travesti, tanto gay como url",0
2274,@usuario Jjaja puto,2
2275,"emoji letrero emoji hashtag justicia para catalina santos
 emoji letrero emoji hashtag justicia para devanny

El hashtag edo méx y Guanajuato tienen una gran deuda con la comunidad LGBTQ+ trans, en particular en el acceso a la justicia y prevención de crímenes de odio.  emoji bandera transgénero emoji  emoji luces de policía emoji  emoji bandera méxico emoji  

 emoji advertencia emoji  @usuario 
 emoji advertencia emoji  @usuario 

url",0
2276,"""La química cerebral durante el enamoramiento es distinta en la relación heterosexual que en la relación homosexual"", Presentación del libro Amor y desamor en el cerebro, del Dr. Jaime Eduardo Calixto González, finalizando la hashtag felsalud2018 url",0
2277,En divina esperando la carrera Drag de la CDMX!!,0
2278,"@usuario Tengo amigos Gays y hasta ellos mismos reprueban andar besándose enfrente de la gente ,dicen que si piden respeto deben de dar respeto ,y no los veo quejandose por eso,",2
2279,@usuario Hijo de puta,1
2280,"Recuerden que pedir evidencias constantemente para comprobar es INDIGNANTE para quienes somos intersexuales, incluso por personas LGBT, ONGs y heteros
hashtag no más comprobacionismo 
hashtag visibilidad intersexual 
Testigos tengo de ello y me ha defendido @usuario GRACIAS SIEMPRE url",0
2281,El día sábado el lado rosa de hashtag la roma presenta su hashtag gay hashtag halloween con show hashtag travesti hashtag gaydf hashtag df hashtag orgullo hashtag lgbt url,0
2282,@usuario @usuario @usuario Pinche loca!!!,1
2283,"""Lloverá y ya no seré tuya""  emoji cámara con flash emoji  by. @usuario hashtag windowlight hashtag night hashtag eiva hashtag queen hashtag blackandwhite hashtag photography hashtag dramaqueen hashtag dramatic hashtag icon hashtag gay hashtag gayboy hashtag manunisima hashtag simplementemanunna hashtag ladivadelstandup en Selina url",0
2284,hashtag torreón Bautizan a hija de pareja gay en Coahuila url,0
2285,Hdsptm me hubiera metido a bi parte 173830195,1
2286,hashtag entérate Madre de alquiler estafa a pareja de homosexuales url,0
2287,"Muchos dicen q Victoria es una MiniMoni,mi versión morocha.Otros q es superMEZCLA Olivera/Ayos.Yo les llevo calma a sus hogares diciédoles:No se ANGUSTIEN!no me tendran x duplicado!Dos de mí:sería nocivo emoji dorso de mano con índice a la derecha tono de piel claro emoji  emoji globo terráqueo mostrando américa emoji Así q aunq digan q es mi clon,les juro q esta chica no salió tan loca emoji corona emoji  url",1
2288,En el programa de hoy me hacen ligarme a una chava lesbiana y lo hice muy bien checa url,0
2289,"Ufff disfrutando de una buena  emoji piruleta emoji  emoji piruleta emoji de un daddy  emoji lengua emoji  emoji berenjena emoji  emoji berenjena emoji  emoji berenjena emoji @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario
@usuario @usuario @usuario  @usuario @usuario url",0
2290,"Dos locas a punto de chambear!   emoji cara llorando de risa emoji  emoji mono con la boca tapada emoji  emoji cara llorando de risa emoji  ""TAN AMIGAS COMO SIEMPRE""
""MAMÁ NO SOY GAY"" 
@usuario url",0
2291,Estoy hasta la puta madre.,1
2292,Creí que era Anahí pero sólo resultó ser un trans. url,2
2293,Acusan a mujeres q defienden derecho a decidir d abortar; a quienes promueven matrimonio igualitario d ser gays. Honor q me digan mariguano.,0
2294,En qué puto momento se acabaron 11 meses del año??,1
2295,Que putas acabo de ver pinche @usuario url,1
2296,"Hígado mío, perdóname por esta vida loca!",1
2297,@usuario E we tu eres la lesbiaNa?,0
2298,"""Detrás de una mujer exitosa, hay una mejor amiga dándole ideas url"", hashtag frases con mojoe  emoji mujer tono de piel claro medio emoji  emoji niña tono de piel claro emoji  url",1
2299,"Nunca he entendido cuando alguien se enoja por tener un hijo/hermano/amigo/primo homosexual. Pero no me enoja, me da risa que alguien quiera las ""mismas reglas"" para todos jaja (fue un pensamiento nada más. mi entorno es muy chingon)",0
2300,Las instalaciones del Centro de Mediación Comunitaria de Torreón se ubican en Cepeda No. 133 Bis de la zona centro.,1
2301,"Dalo en adopción y ven al show!!
Es más debes darlo en adopciónde una pareja gay y además serás politicamente correcta. url",0
2302,"Puta madre, ya metanla.",1
2303,La lucha por los derechos de las mujeres trans también es parte de la lucha por la autonomía del cuerpo de las mujeres.  emoji corazón morado emoji  emoji corazón verde emoji  emoji corazón creciente emoji  hashtag 28 s,0
2304,"@usuario @usuario @usuario Para mi si es sorpresa. 
NUNCA pensé que el drag -donde se maneja tanto el discurso de la inclusión y la diversidad- fuera ""solo de gueyes"" y exclusionario.",0
2305,"Sigo sin entender como es que las mujeres trans ""borramos las mujeres""

¿Cual es la logística ahí? 
Es una situación tipo pantera rosa con borradores tamaño humano? O como.",0
2306,Una perla de Oriente hashtag pearl hashtag mexico emoji bandera méxico emoji  hashtag cdmx emoji bandera méxico emoji  en Centro de Atención a Transgénero Integral -CATI url,0
2307,Estoy loca loca por tenerte emoji cara sonriendo con ojos de corazón emoji  emoji ciclón emoji,1
2308,"¡Pa' loca tú, calva!",1
2309,"-Haces una publicación felicitando a los chavos de la generación BI 2016.
-Le dan like todos menos los de BI 2016.",1
2310,"-PERO HADA MADRINA, SOY MUY GRINDERA !
-Veamos mi niño  emoji cara pensativa emoji 
  P, P, P, P, parejas gays!
 hashtag gay url",0
2311,"Es una lastima que siga existiendo la homo-lesbo-trans fobia. No al odio, el amor es el amor. url",0
2312,Niega juez de Utah a pareja derecho a adopción por ser lesbianas url url,0
2313,¿Escucharon (leyeron) mujeres trans? url,0
2314,"@usuario @usuario Putos mal agradecidos, quiero que juegen los mexicanos, ellos si ponen huevos y sienten la playera",1
2315,"COMO TE EXTRAÑO
MARICA :'c  emoji mariquita emoji",0
2316,"Se busca hashtag single en hashtag cdmx para hashtag trío HMH mañana 11 de Oct a las 5 por la Hipódromo-Condesa. Requisitos:

1. Entre 25 y 40 años
2. Buena herramienta (circunciso de preferencia)
3. hashtag bisexual (No obligatorio pero 70% deseable :))

Enviar foto de rostro, cuerpo completo y herramienta",0
2317,Neta que no entiendo y nunca entenderé como fue que las feministas radicales transexcluyentes decidieron hacer sus enemigxs a la gente queer. url,0
2318,hashtag entérate El Papa pide una Iglesia abierta a divorciados y homosexuales  emoji globo terráqueo mostrando américa emoji hashtag thnoticias  emoji cámara de cine emoji  emoji televisión emoji url url,0
2319,Ta muy jota la foto vdd?,2
2320,"Mira, quien lo diría que México busca mucha lesbiana.  emoji cara pensativa emoji  url",0
2321,"La presidenta de este Consejo, @usuario, señaló que las lesbianas sufren una doble discriminación por su condición de mujeres y lesbianas. Recordó que hay que destacar la presencia de la letra L en el acrónimo hashtag lgbt, que en ocasiones suele invisibilizarse. url",0
2322,"@usuario ExpoGDL corrió a una amiga trans de un baño durante Campus, a mi me ofrecieron contratarme para sexoservicio en la calle.",0
2323,Me faltan 40 páginas para terminar de leer hashtag 3vecestu y hashtag federico moccia me está volviendo url ya me hizo llorar con toda la despedida de Gyn  emoji cara triste pero aliviada emoji  emoji cara preocupada emoji  emoji cara agotada emoji,1
2324,Vivo mi vida loca de fangirl al  emoji cien puntos emoji  url,1
2325,Ttu te estas tirando a ese trol bizco y sifilitico y yo soy la loca jaja,2
2326,"@usuario @usuario Allá se enferma de saciar sus ansias locas sexo, drogas y sexo y drogas y acá descansa y cura sus crudas físicas y morales url vuelve al url .",1
2327,"@usuario NO SE COMO SUCEDIÓ ESO. LA LESBIANA LOCA ESA DE TU EDIFICIO SEGURO

/cc @usuario",2
2328,@usuario ayer en Tonala @usuario se  aprobó la Reforma Constitucional al Artículo 117 Bis que prevé la convocatoria a un Congreso Constituyente @usuario @usuario hashtag refundación en camino url,0
2329,No me encuero en frente a los gays por que se les url url,0
2330,"Les voy a enseñar un fino dato del discurso de odio.

La tasa de intento de suicidio entre gente trans es del 41%

Es aberrantemente alta y comprobado no tiene relación con nada interno trans sino con el como la gente nos trata. En esencia es ""asesinato por presión de grupo"".",0
2331,Propone experta de EU ampliar cooperación con Cuba en salud transexual url,0
2332,Es una loca,1
2333,@usuario todos los días de mu puta vida,1
2334,"Drag Carly 
.
.

Maquillar me ha llevado a descubrí cosas infinitas por qué si lo sueñas lo puedes lograr sólo es cuestión de actitud 
.
.
TQM en Carlos Muñoz Beauty url",0
2335,@usuario jaja no. soy asexual,0
